state,county,NAME,pct_pre_1960,total_units,units_pre_1960
21,205,"Rowan County, Kentucky",8.169655565044122,10539,861
21,207,"Russell County, Kentucky",13.888338942783607,10102,1403
21,209,"Scott County, Kentucky",11.255996511120802,22930,2581
21,211,"Shelby County, Kentucky",17.3511402027027,18944,3287
21,213,"Simpson County, Kentucky",23.95808238978559,8302,1989
21,215,"Spencer County, Kentucky",11.724598930481283,7480,877
21,217,"Taylor County, Kentucky",20.87313632711365,11201,2338
21,219,"Todd County, Kentucky",21.738285047637564,5143,1118
21,221,"Trigg County, Kentucky",10.360716166403371,7596,787
21,223,"Trimble County, Kentucky",19.51345755693582,3864,754
21,225,"Union County, Kentucky",31.985044187627466,5884,1882
21,227,"Warren County, Kentucky",13.631744919411354,57080,7781
21,229,"Washington County, Kentucky",25.566653860929694,5206,1331
21,231,"Wayne County, Kentucky",11.564558953682761,10169,1176
21,233,"Webster County, Kentucky",32.40272203803874,5731,1857
21,235,"Whitley County, Kentucky",14.523625096824166,15492,2250
21,237,"Wolfe County, Kentucky",11.672644277795891,3067,358
21,239,"Woodford County, Kentucky",21.2503260586036,11501,2444
47,001,"Anderson County, Tennessee",31.00549170582574,35326,10953
47,003,"Bedford County, Tennessee",18.846212082975825,19813,3734
47,005,"Benton County, Tennessee",16.31720744992386,8537,1393
47,007,"Bledsoe County, Tennessee",10.938566552901024,5860,641
47,009,"Blount County, Tennessee",17.994272203536582,60058,10807
47,011,"Bradley County, Tennessee",14.143887454367377,44924,6354
47,013,"Campbell County, Tennessee",17.49937980649963,20155,3527
47,015,"Cannon County, Tennessee",22.609656042915745,6338,1433
47,017,"Carroll County, Tennessee",23.671571243424562,13117,3105
47,019,"Carter County, Tennessee",28.115921236684482,27881,7839
47,021,"Cheatham County, Tennessee",12.571157495256166,16864,2120
47,023,"Chester County, Tennessee",13.704318936877078,7224,990
47,025,"Claiborne County, Tennessee",14.064331293137128,15358,2160
47,027,"Clay County, Tennessee",14.368249183622206,3981,572
47,029,"Cocke County, Tennessee",18.196601805641226,17833,3245
47,031,"Coffee County, Tennessee",14.656623126853113,24958,3658
47,033,"Crockett County, Tennessee",21.034539204452447,6109,1285
47,035,"Cumberland County, Tennessee",7.8285059728358695,30555,2392
47,037,"Davidson County, Tennessee",19.358327865217692,333753,64609
47,039,"Decatur County, Tennessee",16.904617253948967,6584,1113
47,041,"DeKalb County, Tennessee",14.217913763506008,9903,1408
47,043,"Dickson County, Tennessee",15.930876791838887,22742,3623
47,045,"Dyer County, Tennessee",22.61334316255068,16278,3681
47,047,"Fayette County, Tennessee",8.153274814314653,17772,1449
47,049,"Fentress County, Tennessee",9.385183575928743,9206,864
47,051,"Franklin County, Tennessee",18.895987733197035,19565,3697
47,053,"Gibson County, Tennessee",29.054144534214167,22403,6509
47,055,"Giles County, Tennessee",18.799142244460327,13990,2630
47,057,"Grainger County, Tennessee",15.28755364806867,11650,1781
47,059,"Greene County, Tennessee",20.712074303405572,32300,6690
47,061,"Grundy County, Tennessee",19.44980694980695,6216,1209
47,063,"Hamblen County, Tennessee",16.41211681480138,27565,4524
47,065,"Hamilton County, Tennessee",24.76549219122629,163534,40500
47,067,"Hancock County, Tennessee",22.340425531914892,3666,819
47,069,"Hardeman County, Tennessee",20.515936068791476,10699,2195
47,071,"Hardin County, Tennessee",11.1939801558234,15017,1681
47,073,"Hawkins County, Tennessee",19.227651263910385,27138,5218
47,075,"Haywood County, Tennessee",21.82741116751269,8274,1806
47,077,"Henderson County, Tennessee",13.355553833036199,12901,1723
47,079,"Henry County, Tennessee",19.8751178133836,16976,3374
47,081,"Hickman County, Tennessee",15.605065219461107,10503,1639
47,083,"Houston County, Tennessee",20.318423047763456,3957,804
47,085,"Humphreys County, Tennessee",21.34882147287696,8867,1893
47,087,"Jackson County, Tennessee",17.023829933139037,5833,993
